iter	RMSE
565	37.0833978
566	37.07620229
567	37.04534281
568	37.0086914
569	36.99711264
570	36.96574487
571	36.94814116
572	36.92128948
573	36.90534342
574	36.89833211
575	36.87800851
576	36.85782028
577	36.84305125
578	36.79999861
579	36.78668328
580	36.77080704
581	36.75139475
582	36.72034148
583	36.69199195
584	36.67117592
585	36.65755527
586	36.60414626
587	36.58965083
588	36.57495082
589	36.54989176
590	36.53304191
591	36.50523289
592	36.4904874
593	36.47344314
594	36.45044756
595	36.4380646
596	36.42691921
597	36.38766733
598	36.36149198
599	36.34093242
600	36.31468896
601	36.30191077
602	36.27455148
603	36.26427404
604	36.25559783
605	36.24224872
606	36.20244601
607	36.16617641
608	36.13587749
609	36.09993626
610	36.06368992
611	36.04865062
612	36.01266375
613	35.99002187
614	35.98332786
615	35.97677707
616	35.95978936
617	35.94680986
618	35.90282737
619	35.86767674
620	35.83477803
621	35.82884206
622	35.81092479
623	35.79948863
624	35.78545874
625	35.76466484
626	35.75383099
627	35.73392509
628	35.7281835
629	35.67994086
630	35.66684698
631	35.66075858
632	35.64826231
633	35.64054393
634	35.6148703
635	35.60985035
636	35.60412346
637	35.57978183
638	35.56771958
639	35.53642127
640	35.52072366
641	35.48980428
642	35.46644778
643	35.43446974
644	35.42887512
645	35.42166703
646	35.4068605
647	35.38772701
648	35.37683486
649	35.37157693
650	35.36103105
651	35.35417204
652	35.3489004
653	35.34221959
654	35.30906004
655	35.29044404
656	35.26941196
657	35.26513034
658	35.2600947
659	35.25516675
660	35.23396851
661	35.21101244
662	35.19365535
663	35.18260336
664	35.1621225
665	35.14805276
666	35.12612334
667	35.08948776
668	35.072175
669	35.06135626
670	35.05605843
671	35.0457538
672	35.04065485
673	35.00769545
674	34.99463333
675	34.9896912
676	34.95838656
677	34.95352723
678	34.94716199
679	34.93016678
680	34.90136427
681	34.87419504
682	34.86925268
683	34.85652005
684	34.84695284
685	34.84221162
686	34.83749327
687	34.82142169
688	34.79172456
689	34.7657489
690	34.73332124
691	34.72506568
692	34.70685497
693	34.70115155
694	34.68559106
695	34.66252265
696	34.65154008
697	34.63378844
698	34.62923223
699	34.61189173
700	34.59614282
701	34.59191474
702	34.58752776
703	34.57057782
704	34.55401551
705	34.54328673
706	34.52828719
707	34.52401476
708	34.51635714
709	34.5014623
710	34.49325266
711	34.47899276
712	34.46477844
713	34.45000809
714	34.42654126
715	34.41884194
716	34.40499395
717	34.40087833
718	34.38405042
719	34.35876626
720	34.33482394
721	34.327247
722	34.30542387
723	34.27746822
724	34.27030773
725	34.26038124
726	34.23878797
727	34.23104905
728	34.20360898
729	34.19175603
730	34.17877593
731	34.16265561
732	34.14782216
733	34.12108275
734	34.11574248
735	34.10539222
736	34.09715545
737	34.07708948
738	34.0638526
739	34.05883689
740	34.04587912
741	34.04139173
742	34.03649632
743	34.02223234
744	33.99782356
745	33.99377454
746	33.98668234
747	33.97100414
748	33.9581336
749	33.94313138
750	33.93660856
751	33.92374024
752	33.91535078
753	33.88255153
754	33.86867408
755	33.86472456
756	33.84839267
757	33.83869502
758	33.81637869
759	33.80303792
760	33.79142168
761	33.77919304
762	33.76726543
763	33.75905684
764	33.73796066
765	33.72688627
766	33.70355506
767	33.6899333
768	33.66725698
769	33.66349965
770	33.65228336
771	33.63881785
772	33.60408284
773	33.5970481
774	33.58464429
775	33.57462922
776	33.56165024
777	33.55825923
778	33.54588475
779	33.53584195
780	33.52804084
781	33.5153272
782	33.51165041
783	33.478574
784	33.47505127
785	33.4701146
786	33.44564791
787	33.43668129
788	33.42533217
789	33.4055748
790	33.39323163
791	33.37898941
792	33.35206463
793	33.33376008
794	33.32623032
795	33.32265427
796	33.3170257
797	33.30603136
798	33.29683972
799	33.28509555
800	33.27512655
801	33.26055656
802	33.25747096
803	33.23600192
804	33.22495851
805	33.20201299
806	33.18201353
807	33.16915929
808	33.16242397
809	33.15338836
810	33.14516074
811	33.13318802
812	33.12535154
813	33.11221408
814	33.10900477
815	33.10048067
816	33.0900237
817	33.07835718
818	33.05370143
819	33.04281821
820	33.02502768
821	33.01814604
822	33.00664687
823	32.97927063
824	32.96813367
825	32.95728765
826	32.94842913
827	32.93854602
828	32.9341603
829	32.92261307
830	32.91512734
831	32.89911621
832	32.88835338
833	32.8806937
834	32.8596812
835	32.84792784
836	32.83629717
837	32.82491612
838	32.81056662
839	32.79359155
840	32.76718733
841	32.76093422
842	32.74639678
843	32.73640746
844	32.72818957
845	32.72208721
846	32.71662527
847	32.70845007
848	32.7055771
849	32.69187646
850	32.67735997
851	32.67403301
852	32.67120685
853	32.65592037
854	32.65020889
855	32.63255826
856	32.62258389
857	32.61696618
858	32.61038645
859	32.60090864
860	32.57542468
861	32.56999575
862	32.56722306
863	32.55314023
864	32.53552238
865	32.52806338
866	32.51837926
867	32.49872494
868	32.49155111
869	32.4890712
870	32.48186924
871	32.46313223
872	32.45586502
873	32.44418209
874	32.43851634
875	32.41745783
876	32.3953446
877	32.38881748
878	32.3808356
879	32.37463742
880	32.36927471
881	32.36055305
882	32.35127764
883	32.32947187
884	32.32257076
885	32.31513481
886	32.30636626
887	32.30352613
888	32.294819
889	32.29226644
890	32.27711052
891	32.2670931
892	32.25673298
893	32.24659405
894	32.22780756
895	32.22088763
896	32.21580332
897	32.20940446
898	32.20249911
899	32.18791776
900	32.17454897
901	32.16585655
902	32.1593882
903	32.14684845
904	32.12703825
905	32.10897757
906	32.099208
907	32.08488418
908	32.07998997
909	32.07520752
910	32.07259022
911	32.05851653
912	32.05061744
913	32.0360005
914	32.0226714
915	32.01613832
916	32.01369697
917	32.00628144
918	31.99944049
919	31.9875212
920	31.97948343
921	31.97123374
922	31.95782474
923	31.95347493
924	31.94768163
925	31.94003657
926	31.93333548
927	31.91998246
928	31.91260886
929	31.90762979
930	31.89799654
931	31.89320232
932	31.88004885
933	31.87584455
934	31.8664535
935	31.8557798
936	31.84966866
937	31.84413106
938	31.83070681
939	31.81808916
940	31.81207975
941	31.80770442
942	31.79867574
943	31.78761059
944	31.780297
945	31.77225604
946	31.76711734
947	31.76188374
948	31.74710558
949	31.74290745
950	31.73898245
951	31.7231256
952	31.70275779
953	31.69888919
954	31.69579088
955	31.69331825
956	31.67931607
957	31.67448643
958	31.66481303
959	31.65615914
960	31.65315442
961	31.64601704
962	31.62985488
963	31.60904278
964	31.60440957
965	31.59270682
966	31.59056837
967	31.57657075
968	31.57076787
969	31.56704637
970	31.56246705
971	31.56015552
972	31.5574268
973	31.55350257
974	31.54679245
975	31.54300199
976	31.53701617
977	31.5326227
978	31.51847857
979	31.51155825
980	31.50800817
981	31.49874318
982	31.49178846
983	31.47322753
984	31.46641293
985	31.45554701
986	31.44657064
987	31.44036409
988	31.43048984
989	31.42305156
990	31.41666512
991	31.41042973
992	31.39217988
993	31.38428815
994	31.37697611
995	31.37046761
996	31.35360389
997	31.3395991
998	31.33653615
999	31.33184691
